사업자번호,최종평판점수,일반 평판 환산 점수,미래 평판 환산 점수,사회적 책임 환산 점수,대중 평판 점수,고용 평판 점수,신용 평판 점수,기업 프로파일 점수,사업계획 점수,경제적 책임 점수,법률적 책임 점수,윤리적 책임 점수,자선적 책임 점수,
956,67.875,64.1509434,76.5625,91.24087591,55,60,60,95,60,100,100,100,50,
1603,65.75,66.03773585,63.54166667,91.24087591,50,40,90,80,50,100,100,100,50,
1614,62.575,62.26415094,66.14583333,78.10218978,50,50,70,65,70,70,100,100,50,
961,51.025,43.39622642,60.9375,75.91240876,50,40,30,65,60,70,90,100,50,
958,61.05,52.45283019,73.95833333,91.24087591,50,44,50,80,70,100,100,100,50,
1283,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
454,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
367,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
361,61.975,62.26415094,66.14583333,73.72262774,50,50,70,65,70,70,100,80,50,
1604,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
1290,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
1134,64.6,66.03773585,68.75,73.72262774,50,80,50,60,80,60,100,100,50,
1132,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
1619,53.325,47.16981132,60.9375,78.10218978,50,50,30,65,60,70,100,100,50,
451,52.075,47.16981132,55.72916667,78.10218978,50,50,30,65,50,70,100,100,50,
1612,58.225,51.69811321,71.35416667,78.10218978,60,42,40,65,80,70,100,100,50,
1615,58.075,58.49056604,55.72916667,78.10218978,40,50,70,65,50,70,100,100,50,
1456,71.4875,84.90566038,57.03125,71.53284672,70,100,60,57.5,60,55,100,100,50,
26,65.35,69.81132075,63.54166667,73.72262774,50,50,90,80,50,60,100,100,50,
456,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
962,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
1463,72.45,73.96226415,73.95833333,91.24087591,55,56,90,100,50,100,100,100,50,
7058,54.2375,54.71698113,51.82291667,71.53284672,50,50,50,57.5,50,55,100,100,50,
1459,63.625,73.58490566,50.52083333,69.34306569,50,50,100,55,50,50,100,100,50,
7072,63.55,64.1509434,63.54166667,82.48175182,55,50,70,70,60,80,100,100,50,
462,58.575,54.71698113,66.14583333,78.10218978,50,60,40,65,70,70,100,100,50,
965,60.6,53.96226415,68.75,91.24087591,60,48,40,80,60,100,100,100,50,
465,60.3,48.67924528,79.16666667,91.24087591,50,64,20,90,70,100,100,100,50,
1458,59.325,58.49056604,60.9375,78.10218978,50,50,60,65,60,70,100,100,50,
968,62.525,62.26415094,60.9375,86.86131387,60,60,50,75,50,90,100,100,50,
8865,74.175,76.60377358,76.5625,89.05109489,50,68,90,95,60,100,100,90,50,
7069,49.4875,43.39622642,57.03125,71.53284672,50,50,20,57.5,60,55,100,100,50,
8146,57.4875,58.49056604,57.03125,71.53284672,50,50,60,57.5,60,55,100,100,50,
8802,67.5,73.96226415,58.33333333,82.48175182,55,46,100,70,50,80,100,100,50,
9194,56.7375,54.71698113,62.23958333,71.53284672,50,50,50,57.5,70,55,100,100,50,
3652,78.175,89.43396226,66.14583333,86.86131387,60,92,90,75,60,90,100,100,50,
8145,49.85,45.28301887,53.125,73.72262774,55,20,50,60,50,60,100,100,50,
6107,75.225,80.37735849,71.35416667,91.24087591,50,68,100,95,50,100,100,100,50,
3037,70.6,63.39622642,89.58333333,91.24087591,55,68,50,80,100,100,100,100,50,
8154,57.475,58.49056604,55.72916667,73.72262774,50,40,70,65,50,70,80,100,50,
8149,61.7375,64.1509434,62.23958333,71.53284672,55,50,70,57.5,70,55,100,100,50,
4562,53.55,45.28301887,63.54166667,82.48175182,55,40,30,70,60,80,100,100,50,
1639,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
468,50.2375,47.16981132,51.82291667,71.53284672,60,50,20,57.5,50,55,100,100,50,
1136,71.825,70.94339623,81.77083333,84.67153285,55,48,90,95,70,100,60,100,60,
1630,52.6,43.39622642,68.75,73.72262774,50,50,20,60,80,60,100,100,50,
1631,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
1055,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
6747,62.075,66.03773585,55.72916667,78.10218978,50,60,70,65,50,70,100,100,50,
1137,74.125,73.58490566,81.77083333,91.24087591,50,50,100,95,70,100,100,100,50,
42,67.55,71.69811321,63.54166667,82.48175182,55,80,60,70,60,80,100,100,50,
1647,54.4875,52.83018868,57.03125,71.53284672,55,50,40,57.5,60,55,100,100,50,
63,54.85,45.28301887,73.95833333,73.72262774,55,50,20,60,90,60,100,100,50,
1492,60.7375,62.26415094,62.23958333,71.53284672,50,50,70,57.5,70,55,100,100,50,
1655,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
1493,49.5,43.39622642,58.33333333,69.34306569,50,50,20,70,50,80,60,70,60,
66,47.2375,41.50943396,51.82291667,71.53284672,45,50,20,57.5,50,55,100,100,50,
57,50.35,41.50943396,63.54166667,73.72262774,45,50,20,60,70,60,100,100,50,
975,58.8,50.56603774,68.75,91.24087591,55,54,30,80,60,100,100,100,50,
1643,61.15,57.35849057,63.54166667,91.24087591,55,52,50,80,50,100,100,100,50,
1661,51.85,39.62264151,73.95833333,73.72262774,50,40,20,60,90,60,100,100,50,
1667,51.325,43.39622642,60.9375,78.10218978,50,50,20,65,60,70,100,100,50,
1507,50.85,47.16981132,53.125,73.72262774,60,50,20,60,50,60,100,100,50,
344,74.3,75.09433962,79.16666667,91.24087591,50,54,100,100,60,100,100,100,50,
823,56.825,49.05660377,71.35416667,78.10218978,55,60,20,65,80,70,100,100,50,
1860,58.2375,62.26415094,51.82291667,71.53284672,50,50,70,57.5,50,55,100,100,50,
824,58.6,50.18867925,68.75,91.24087591,50,28,60,80,60,100,100,100,50,
827,46.85,39.62264151,53.125,73.72262774,50,50,10,60,50,60,100,100,50,
69,67.35,59.62264151,84.375,91.24087591,55,38,70,80,90,100,100,100,50,
501,67.35,69.05660377,63.54166667,91.24087591,60,58,70,80,50,100,100,100,50,
1523,69.925,76.22641509,60.9375,86.86131387,55,72,80,75,50,90,100,100,50,
92,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
1878,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
529,62.6375,70.56603774,51.82291667,71.53284672,50,42,100,57.5,50,55,100,100,50,
530,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
833,54.85,54.71698113,53.125,73.72262774,60,20,70,60,50,60,100,100,50,
835,50.1,43.39622642,58.33333333,73.72262774,50,50,20,60,60,60,100,100,50,
519,57.9,55.8490566,58.33333333,82.48175182,55,38,60,70,50,80,100,100,50,
836,55.15,47.16981132,63.54166667,86.86131387,50,50,30,80,50,100,100,80,50,
81,55.5,51.32075472,58.33333333,82.48175182,55,56,30,70,50,80,100,100,50,
538,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
1875,57.325,54.71698113,60.9375,78.10218978,50,50,50,65,60,70,100,100,50,
527,54.85,54.71698113,53.125,73.72262774,50,50,50,60,50,60,100,100,50,
772,59.75,54.71698113,63.54166667,91.24087591,50,50,50,80,50,100,100,100,50,
1678,65.025,61.13207547,71.35416667,91.24087591,65,52,50,95,50,100,100,100,50,
105,63.075,67.9245283,55.72916667,78.10218978,65,50,70,65,50,70,100,100,50,
107,53.9875,47.16981132,67.44791667,71.53284672,50,50,30,57.5,80,55,100,100,50,
1873,71.75,77.35849057,63.54166667,91.24087591,70,50,90,80,50,100,100,100,50,
533,65,62.26415094,68.75,91.24087591,60,50,60,80,60,100,100,100,50,
1297,51.85,49.05660377,53.125,73.72262774,65,50,20,60,50,60,100,100,50,
1301,51.9375,50.94339623,51.82291667,69.34306569,60,50,30,57.5,50,55,100,90,50,
1298,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
792,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
546,63.625,73.58490566,50.52083333,69.34306569,50,50,100,55,50,50,100,100,50,
779,73.15,70.56603774,84.375,91.24087591,40,62,90,100,70,100,100,100,50,
1544,62.15,59.24528302,63.54166667,91.24087591,50,52,60,80,50,100,100,100,50,
793,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
1882,52.85,50.94339623,53.125,73.72262774,50,60,30,60,50,60,100,100,50,
550,54.775,56.60377358,50.52083333,70.4379562,75,50,30,55,50,50,100,100,55,
1943,67.75,69.81132075,63.54166667,91.24087591,60,40,90,80,50,100,100,100,50,
856,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
1311,58,51.32075472,68.75,82.48175182,65,56,20,70,70,80,100,100,50,
1690,62.075,66.03773585,55.72916667,78.10218978,50,100,30,65,50,70,100,100,50,
146,56.15,49.05660377,63.54166667,86.86131387,55,50,30,80,50,100,100,80,50,
147,66.075,73.58490566,55.72916667,78.10218978,50,50,100,65,50,70,100,100,50,
154,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
1315,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
1309,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
1692,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
1557,56.35,50.56603774,63.54166667,82.48175182,55,54,30,70,60,80,100,100,50,
7769,50.7375,43.39622642,62.23958333,71.53284672,50,50,20,57.5,70,55,100,100,50,
6052,63.5,54.71698113,79.16666667,91.24087591,50,40,60,80,80,100,100,100,50,
9205,44.85,35.8490566,53.125,73.72262774,50,40,10,60,50,60,100,100,50,
346,72.2,66.41509434,89.58333333,91.24087591,50,61,70,80,100,100,100,100,50,
6756,64.65,59.24528302,73.95833333,91.24087591,50,52,60,80,70,100,100,100,50,
6120,47.85,41.50943396,53.125,73.72262774,55,50,10,60,50,60,100,100,50,
7076,62.1,56.60377358,79.16666667,73.72262774,55,80,20,60,100,60,100,100,50,
7770,52.725,54.71698113,50.52083333,62.77372263,60,50,40,55,50,50,40,90,90,
7771,63.55,61.88679245,63.54166667,91.24087591,65,44,60,80,50,100,100,100,50,
4264,56.55,48.67924528,63.54166667,91.24087591,60,44,30,80,50,100,100,100,50,
8171,51.35,43.39622642,63.54166667,73.72262774,50,50,20,60,70,60,100,100,50,
7767,66.95,68.30188679,63.54166667,91.24087591,50,36,100,80,50,100,100,100,50,
8875,61.85,58.49056604,73.95833333,73.72262774,50,50,60,60,90,60,100,100,50,
8876,67.325,73.58490566,60.9375,78.10218978,50,50,100,65,60,70,100,100,50,
8174,63.825,62.26415094,71.35416667,78.10218978,50,60,60,65,80,70,100,100,50,
7080,54.2375,45.28301887,72.65625,71.53284672,55,50,20,57.5,90,55,100,100,50,
5342,59.2375,64.1509434,51.82291667,71.53284672,55,50,70,57.5,50,55,100,100,50,
8819,53.4875,50.94339623,57.03125,71.53284672,50,50,40,57.5,60,55,100,100,50,
6127,52.125,47.16981132,60.9375,69.34306569,50,50,30,55,70,50,100,100,50,
9211,67.325,73.58490566,60.9375,78.10218978,50,50,100,65,60,70,100,100,50,
6000,63.05,58.49056604,73.95833333,82.48175182,50,50,60,70,80,80,100,100,50,
6761,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
7437,59.325,58.49056604,60.9375,78.10218978,50,50,60,65,60,70,100,100,50,
8888,68.575,73.58490566,66.14583333,78.10218978,50,50,100,65,70,70,100,100,50,
6764,54.725,40.37735849,81.77083333,78.10218978,50,32,30,65,100,70,100,100,50,
6129,48.725,36.22641509,60.9375,86.86131387,45,46,10,75,50,90,100,100,50,
8188,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
7086,50.775,45.28301887,55.72916667,75.91240876,55,50,20,65,50,70,90,100,50,
7450,37.625,24.52830189,50.52083333,69.34306569,40,20,10,55,50,50,100,100,50,
9218,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
6769,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
6771,52.525,43.39622642,60.9375,86.86131387,50,50,20,75,50,90,100,100,50,
8197,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
6134,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
9219,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
8193,56.55,48.67924528,63.54166667,91.24087591,50,34,50,80,50,100,100,100,50,
6767,60.75,56.60377358,63.54166667,91.24087591,45,80,30,80,50,100,100,100,50,
1271,65.4,63.01886792,68.75,91.24087591,50,62,60,80,60,100,100,100,50,
8889,42.2375,32.0754717,51.82291667,71.53284672,50,20,20,57.5,50,55,100,100,50,
6779,56.4875,47.16981132,77.86458333,71.53284672,50,50,30,57.5,100,55,100,100,50,
7793,49.4875,43.39622642,57.03125,71.53284672,50,50,20,57.5,60,55,100,100,50,
8093,50.7375,43.39622642,62.23958333,71.53284672,50,50,20,57.5,70,55,100,100,50,
7795,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
5060,66.7,60.75471698,79.16666667,91.24087591,50,46,70,80,80,100,100,100,50,
4048,55.3,50.94339623,58.33333333,82.48175182,50,60,30,70,50,80,100,100,50,
4252,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
7096,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
7098,48.25,43.39622642,53.125,69.34306569,50,50,20,60,50,50,100,100,50,
7799,56.2375,58.49056604,51.82291667,71.53284672,50,40,70,57.5,50,55,100,100,50,
8897,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
6061,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
6704,55.9,42.64150943,79.16666667,82.48175182,50,38,30,70,90,80,100,100,50,
8225,65.2375,75.47169811,51.82291667,71.53284672,55,50,100,57.5,50,55,100,100,50,
8904,72.5,62.26415094,100,91.24087591,60,60,50,100,100,100,100,100,50,
8226,44.0875,41.50943396,51.82291667,48.54014599,35,50,30,57.5,50,55,90,0,55,
6170,50.85,47.16981132,53.125,73.72262774,50,60,20,60,50,60,100,100,50,
8227,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8228,46.2375,39.62264151,51.82291667,71.53284672,40,50,20,57.5,50,55,100,100,50,
7807,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
4583,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7737,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8908,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8910,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8827,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
3447,57.85,52.83018868,63.54166667,84.67153285,65,50,30,80,50,100,70,100,50,
8102,47.625,43.39622642,50.52083333,69.34306569,50,40,30,55,50,50,100,100,50,
8255,52.625,52.83018868,50.52083333,69.34306569,65,50,30,55,50,50,100,100,50,
7468,55.625,44.52830189,71.35416667,86.86131387,55,48,20,75,70,90,100,100,50,
8257,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
7120,62.4,59.62264151,68.75,82.48175182,45,48,70,70,70,80,100,100,50,
3166,57.7,57.73584906,58.33333333,73.72262774,50,68,40,60,60,60,100,100,50,
7117,58.05,60.75471698,53.125,73.72262774,50,56,60,60,50,60,100,100,50,
7818,49.025,47.16981132,50.52083333,64.96350365,50,50,30,55,50,50,100,80,50,
4714,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
5736,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
3048,54.35,49.05660377,63.54166667,73.72262774,55,50,30,80,50,100,20,100,50,
7826,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6194,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7821,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
3779,53.7,45.28301887,63.54166667,83.57664234,45,50,30,80,50,100,70,80,65,
7822,54.75,45.28301887,63.54166667,91.24087591,55,50,20,80,50,100,100,100,50,
7484,71.1,73.58490566,79.16666667,73.72262774,50,50,100,60,100,60,100,100,50,
3441,53.1,41.88679245,63.54166667,92.33576642,60,26,30,80,50,100,100,100,55,
9258,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
7128,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8290,62.575,62.26415094,66.14583333,78.10218978,50,50,70,65,70,70,100,100,50,
9523,57.425,39.62264151,92.1875,82.48175182,50,50,10,85,100,80,100,100,50,
6807,59.325,58.49056604,60.9375,78.10218978,50,50,60,65,60,70,100,100,50,
6221,59.375,58.49056604,66.14583333,69.34306569,50,50,60,55,80,50,100,100,50,
6808,54.4875,43.39622642,77.86458333,71.53284672,50,50,20,57.5,100,55,100,100,50,
6688,58.075,58.49056604,55.72916667,78.10218978,50,50,60,65,50,70,100,100,50,
6809,56.0375,58.11320755,51.82291667,71.53284672,55,74,30,57.5,50,55,100,100,50,
8940,57.325,45.28301887,81.77083333,78.10218978,55,50,20,65,100,70,100,100,50,
8282,49.625,47.16981132,50.52083333,69.34306569,60,50,20,55,50,50,100,100,50,
8934,55.75,47.16981132,63.54166667,91.24087591,60,40,30,80,50,100,100,100,50,
8303,57.625,62.26415094,50.52083333,69.34306569,60,80,30,55,50,50,100,100,50,
4019,54.15,45.28301887,63.54166667,86.86131387,45,50,30,80,50,100,100,80,50,
6218,57.4875,58.49056604,57.03125,71.53284672,50,80,30,57.5,60,55,100,100,50,
8946,47.625,43.39622642,50.52083333,69.34306569,50,40,30,55,50,50,100,100,50,
6226,53.875,43.39622642,76.5625,69.34306569,50,50,20,55,100,50,100,100,50,
5687,65.5,70.18867925,58.33333333,82.48175182,55,66,70,70,50,80,100,100,50,
8291,65.9,61.50943396,79.16666667,82.48175182,50,48,70,70,90,80,100,100,50,
5323,52.475,47.9245283,55.72916667,78.10218978,60,52,20,65,50,70,100,100,50,
7134,50.125,43.39622642,60.9375,69.34306569,50,50,20,55,70,50,100,100,50,
6228,56.85,58.49056604,53.125,73.72262774,50,40,70,60,50,60,100,100,50,
8313,62.75,60.37735849,63.54166667,91.24087591,65,70,30,80,50,100,100,100,50,
7510,52.85,50.94339623,53.125,73.72262774,50,50,40,60,50,60,100,100,50,
6240,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7506,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6067,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
7507,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
5134,53.9,43.39622642,63.54166667,92.33576642,40,50,30,80,50,100,100,100,55,
7401,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
7153,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
6721,51.625,50.94339623,50.52083333,69.34306569,60,50,30,55,50,50,100,100,50,
7513,52.05,49.43396226,53.125,73.72262774,60,46,30,60,50,60,100,100,50,
8965,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7514,60.35,60.37735849,63.54166667,73.72262774,45,50,70,60,70,60,100,100,50,
8117,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6070,43.625,35.8490566,50.52083333,69.34306569,50,20,30,55,50,50,100,100,50,
8322,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
3143,50.3,43.39622642,63.54166667,66.05839416,50,60,10,80,50,100,0,70,65,
8327,54.55,44.90566038,63.54166667,91.24087591,60,34,30,80,50,100,100,100,50,
7517,56.85,50.94339623,63.54166667,84.67153285,60,50,30,80,50,100,100,60,60,
8342,71.125,71.32075472,81.77083333,78.10218978,50,74,70,65,100,70,100,100,50,
6832,66.55,60.37735849,84.375,82.48175182,55,50,60,70,100,80,100,100,50,
8125,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
6834,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
8115,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
6266,49.625,47.16981132,50.52083333,69.34306569,60,50,20,55,50,50,100,100,50,
7525,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7746,58.75,52.83018868,63.54166667,91.24087591,55,50,40,80,50,100,100,100,50,
6267,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9300,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
6282,59,50.94339623,68.75,91.24087591,50,70,20,80,60,100,100,100,50,
8971,63.625,73.58490566,50.52083333,69.34306569,50,50,100,55,50,50,100,100,50,
7530,56.2375,58.49056604,51.82291667,71.53284672,50,70,40,57.5,50,55,100,100,50,
7404,46.325,41.50943396,50.52083333,67.15328467,45,50,20,55,50,50,100,90,50,
6286,60.625,67.9245283,50.52083333,69.34306569,65,50,70,55,50,50,100,100,50,
9306,57.2375,60.37735849,51.82291667,71.53284672,75,50,40,57.5,50,55,100,100,50,
3600,67.65,73.58490566,63.54166667,75.91240876,50,50,100,80,50,100,80,50,50,
9305,52.6,48.67924528,58.33333333,71.53284672,50,64,20,60,60,60,90,100,50,
3055,61.875,65.66037736,55.72916667,78.10218978,45,64,70,65,50,70,100,100,50,
5560,55.325,50.94339623,60.9375,78.10218978,50,40,50,65,60,70,100,100,50,
6287,52.575,43.39622642,66.14583333,78.10218978,50,50,20,85,50,70,100,100,50,
6299,65.1,62.26415094,79.16666667,73.72262774,50,50,70,60,100,60,100,100,50,
8372,65.1,62.26415094,79.16666667,73.72262774,50,50,70,60,100,60,100,100,50,
7167,69.075,79.24528302,55.72916667,78.10218978,55,100,60,65,50,70,100,100,50,
7536,60.8,58.86792453,68.75,73.72262774,55,76,30,60,80,60,100,100,50,
8987,54.1,50.94339623,58.33333333,73.72262774,50,50,40,60,60,60,100,100,50,
8388,66.35,71.69811321,63.54166667,73.72262774,75,50,70,60,70,60,100,100,50,
3165,60.95,56.98113208,63.54166667,91.24087591,50,56,50,80,50,100,100,100,50,
7543,59.95,55.09433962,63.54166667,91.24087591,55,46,50,80,50,100,100,100,50,
9330,54.05,53.20754717,53.125,73.72262774,60,56,30,60,50,60,100,100,50,
7172,52.2375,50.94339623,51.82291667,71.53284672,50,50,40,57.5,50,55,100,100,50,
413,55.275,53.20754717,55.72916667,78.10218978,60,46,40,65,50,70,100,100,50,
7548,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
7547,57.6,52.83018868,68.75,73.72262774,55,60,30,60,80,60,100,100,50,
6314,57.9875,54.71698113,67.44791667,71.53284672,50,50,50,57.5,80,55,100,100,50,
8408,50.85,47.16981132,53.125,73.72262774,50,60,20,60,50,60,100,100,50,
9333,54.6,47.16981132,68.75,73.72262774,50,50,30,60,80,60,100,100,50,
8406,69,69.81132075,68.75,91.24087591,50,50,90,80,60,100,100,100,50,
8407,59.625,66.03773585,50.52083333,69.34306569,50,100,30,55,50,50,100,100,50,
6326,55.85,56.60377358,53.125,73.72262774,65,50,40,60,50,60,100,100,50,
8423,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
6855,48.2375,43.39622642,51.82291667,71.53284672,50,40,30,57.5,50,55,100,100,50,
6325,51.375,43.39622642,66.14583333,69.34306569,50,50,20,55,80,50,100,100,50,
7885,51.875,39.62264151,76.5625,69.34306569,50,50,10,55,100,50,100,100,50,
4579,49.075,41.50943396,55.72916667,78.10218978,45,50,20,65,50,70,100,100,50,
7890,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
6861,51.3,43.39622642,58.33333333,82.48175182,50,50,20,70,50,80,100,100,50,
6316,56.9875,52.83018868,67.44791667,71.53284672,55,50,40,57.5,80,55,100,100,50,
8415,60.75,56.60377358,63.54166667,91.24087591,85,50,20,80,50,100,100,100,50,
8416,65.825,66.03773585,71.35416667,78.10218978,70,40,70,65,80,70,100,100,50,
5696,56.6,50.94339623,68.75,73.72262774,50,60,30,60,80,60,100,100,50,
5857,59.625,58.49056604,60.9375,80.2919708,50,50,60,75,50,90,100,70,50,
6866,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
7899,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7893,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
9347,55.35,50.94339623,63.54166667,73.72262774,50,50,40,60,70,60,100,100,50,
1851,60.25,50.94339623,73.95833333,91.24087591,50,50,40,80,70,100,100,100,50,
7897,64.2375,73.58490566,51.82291667,71.53284672,50,50,100,57.5,50,55,100,100,50,
6344,59.2375,64.1509434,51.82291667,71.53284672,55,50,70,57.5,50,55,100,100,50,
7192,52.075,47.16981132,55.72916667,78.10218978,50,60,20,65,50,70,100,100,50,
9370,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
7904,62.4875,58.49056604,77.86458333,71.53284672,80,50,30,57.5,100,55,100,100,50,
9368,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
6870,51.075,45.28301887,55.72916667,78.10218978,55,50,20,65,50,70,100,100,50,
8446,45.2375,37.73584906,51.82291667,71.53284672,65,20,20,57.5,50,55,100,100,50,
1835,61.175,47.9245283,86.97916667,86.86131387,50,52,30,75,100,90,100,100,50,
8072,60.1,62.26415094,58.33333333,73.72262774,50,60,60,60,60,60,100,100,50,
6871,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
6366,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6363,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
9372,54.45,45.28301887,63.54166667,89.05109489,45,50,30,80,50,100,90,100,50,
6722,49.2375,45.28301887,51.82291667,71.53284672,55,50,20,57.5,50,55,100,100,50,
6375,52.75,41.50943396,63.54166667,91.24087591,55,50,10,80,50,100,100,100,50,
6880,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
7568,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
8799,59.325,58.49056604,60.9375,78.10218978,50,50,60,65,60,70,100,100,50,
8457,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
7911,60.15,57.73584906,63.54166667,82.48175182,50,48,60,70,60,80,100,100,50,
9029,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
9034,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7570,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
