사업자번호,최종평판점수,일반 평판 환산 점수,미래 평판 환산 점수,사회적 책임 환산 점수,대중 평판 점수,고용 평판 점수,신용 평판 점수,기업 프로파일 점수,사업계획 점수,경제적 책임 점수,법률적 책임 점수,윤리적 책임 점수,자선적 책임 점수,
8792,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6681,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
8807,57.3,45.28301887,79.16666667,82.48175182,55,50,20,70,90,80,100,100,50,
8795,46.85,39.62264151,53.125,73.72262774,50,50,10,60,50,60,100,100,50,
7730,54.3,49.05660377,58.33333333,82.48175182,55,50,30,70,50,80,100,100,50,
6683,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6684,53.85,52.83018868,53.125,73.72262774,55,50,40,60,50,60,100,100,50,
9265,53.625,54.71698113,50.52083333,69.34306569,60,50,40,55,50,50,100,100,50,
6207,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8074,59.575,56.60377358,66.14583333,78.10218978,55,30,70,65,70,70,100,100,50,
7492,60.325,60.37735849,60.9375,78.10218978,55,50,60,65,60,70,100,100,50,
8096,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
9259,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
7490,46.2375,39.62264151,51.82291667,71.53284672,50,50,10,57.5,50,55,100,100,50,
7825,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
4977,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
9264,52.75,41.50943396,63.54166667,91.24087591,55,50,10,80,50,100,100,100,50,
5737,60.75,56.60377358,63.54166667,91.24087591,65,50,40,80,50,100,100,100,50,
7132,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
3498,53.95,48.30188679,63.54166667,73.72262774,55,38,40,60,70,60,100,100,50,
9268,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
8287,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
9267,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
8289,64.95,66.79245283,63.54166667,82.48175182,50,72,60,70,60,80,100,100,50,
9270,59.35,58.49056604,63.54166667,73.72262774,50,50,60,60,70,60,100,100,50,
3695,69.025,69.81132075,71.35416667,86.86131387,60,60,70,75,70,90,100,100,50,
9272,49.85,45.28301887,53.125,73.72262774,55,50,20,60,50,60,100,100,50,
7499,49.85,45.28301887,53.125,73.72262774,55,50,20,60,50,60,100,100,50,
8307,64.575,66.03773585,66.14583333,78.10218978,50,80,50,65,70,70,100,100,50,
3806,82.55,88.30188679,84.375,91.24087591,85,54,100,100,70,100,100,100,50,
6236,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9277,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
2731,48.475,40.37735849,55.72916667,78.10218978,50,42,20,65,50,70,100,100,50,
7843,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
6819,55.625,58.49056604,50.52083333,69.34306569,60,70,30,55,50,50,100,100,50,
4122,58.35,56.60377358,63.54166667,73.72262774,55,60,40,60,70,60,100,100,50,
6820,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6713,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
1240,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
9287,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
6256,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6825,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
8837,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
9282,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8323,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9285,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
9288,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
3144,57.6,50.94339623,63.54166667,90.1459854,60,50,30,80,50,100,100,70,75,
3629,53.35,47.16981132,63.54166667,73.72262774,50,50,30,80,50,100,100,20,50,
3763,56.9,49.05660377,63.54166667,92.33576642,55,50,30,80,50,100,100,100,55,
6276,53.375,47.16981132,66.14583333,69.34306569,50,50,30,55,80,50,100,100,50,
9293,51.625,50.94339623,50.52083333,69.34306569,60,50,30,55,50,50,100,100,50,
9291,51.125,45.28301887,60.9375,69.34306569,55,50,20,55,70,50,100,100,50,
8335,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
8128,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
5979,50.95,41.50943396,63.54166667,78.10218978,35,50,30,80,50,100,90,50,50,
3805,54.125,50.94339623,60.9375,69.34306569,50,50,40,55,70,50,100,100,50,
6006,52.425,52.45283019,50.52083333,69.34306569,60,44,40,55,50,50,100,100,50,
3163,56.9,49.05660377,63.54166667,92.33576642,55,50,30,80,50,100,100,100,55,
3997,54.55,47.16981132,63.54166667,82.48175182,50,50,30,80,50,100,80,80,50,
5335,52.325,45.28301887,60.9375,78.10218978,55,50,20,65,60,70,100,100,50,
6291,51.85,49.05660377,53.125,73.72262774,55,50,30,60,50,60,100,100,50,
8969,61.4375,68.30188679,51.82291667,71.53284672,50,36,100,57.5,50,55,100,100,50,
6279,47.625,43.39622642,50.52083333,69.34306569,50,50,20,55,50,50,100,100,50,
8356,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
7159,63.625,73.58490566,50.52083333,69.34306569,50,50,100,55,50,50,100,100,50,
9297,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7528,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
8354,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
8361,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
5338,56.55,50.94339623,63.54166667,82.48175182,60,20,60,70,60,80,100,100,50,
7866,63.2,58.86792453,68.75,91.24087591,75,56,30,80,60,100,100,100,50,
6301,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
8990,63.55,64.1509434,63.54166667,82.48175182,55,50,70,70,60,80,100,100,50,
8392,54.7375,50.94339623,62.23958333,71.53284672,50,50,40,57.5,70,55,100,100,50,
8393,52.575,43.39622642,66.14583333,78.10218978,50,50,20,65,70,70,100,100,50,
7869,54.95,47.9245283,63.54166667,82.48175182,50,32,50,70,60,80,100,100,50,
8389,63.175,63.39622642,66.14583333,78.10218978,55,88,30,65,70,70,100,100,50,
8394,54.6,47.16981132,68.75,73.72262774,50,50,30,60,80,60,100,100,50,
9322,65.8,66.03773585,68.75,82.48175182,50,60,70,70,70,80,100,100,50,
8992,55.625,58.49056604,50.52083333,69.34306569,50,50,60,55,50,50,100,100,50,
8808,58.2375,62.26415094,51.82291667,71.53284672,50,50,70,57.5,50,55,100,100,50,
6318,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8995,62.125,66.03773585,60.9375,69.34306569,50,100,30,55,70,50,100,100,50,
7173,47.625,43.39622642,50.52083333,69.34306569,50,50,20,55,50,50,100,100,50,
6310,52.85,50.94339623,53.125,73.72262774,60,50,30,60,50,60,100,100,50,
8412,60.4,53.58490566,68.75,91.24087591,55,62,30,80,60,100,100,100,50,
8999,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8413,60.55,56.22641509,63.54166667,91.24087591,50,54,50,80,50,100,100,100,50,
6320,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
9003,49.85,45.28301887,53.125,73.72262774,55,30,40,60,50,60,100,100,50,
7550,62.325,64.1509434,60.9375,78.10218978,55,60,60,65,60,70,100,100,50,
4595,64.95,64.52830189,63.54166667,91.24087591,70,46,60,80,50,100,100,100,50,
6333,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
6332,72.75,79.24528302,63.54166667,91.24087591,65,50,100,80,50,100,100,100,50,
9342,46.85,39.62264151,53.125,73.72262774,50,50,10,60,50,60,100,100,50,
9009,52.1,47.16981132,58.33333333,73.72262774,50,50,30,60,60,60,100,100,50,
9341,52.2375,50.94339623,51.82291667,71.53284672,50,50,40,57.5,50,55,100,100,50,
2556,67,66.03773585,68.75,91.24087591,60,50,70,80,60,100,100,100,50,
9350,61.325,62.26415094,60.9375,78.10218978,50,90,30,65,60,70,100,100,50,
8433,51.075,45.28301887,55.72916667,78.10218978,55,50,20,65,50,70,100,100,50,
6348,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6084,52.2375,50.94339623,51.82291667,71.53284672,50,50,40,57.5,50,55,100,100,50,
6869,72.6,81.13207547,68.75,73.72262774,70,50,100,60,80,60,100,100,50,
8078,59.55,56.60377358,63.54166667,82.48175182,65,70,20,70,60,80,100,100,50,
6346,62.275,54.71698113,76.5625,86.86131387,60,60,30,75,80,90,100,100,50,
8432,52.575,43.39622642,66.14583333,78.10218978,50,50,20,65,70,70,100,100,50,
6343,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
5904,52.1,47.16981132,58.33333333,73.72262774,60,50,20,60,60,60,100,100,50,
8436,61.75,58.49056604,63.54166667,91.24087591,80,50,30,80,50,100,100,100,50,
8445,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
3488,68.3,66.03773585,79.16666667,82.48175182,50,60,70,70,90,80,100,100,50,
3977,61.325,62.26415094,60.9375,78.10218978,50,50,70,65,60,70,100,100,50,
7566,59.75,54.71698113,63.54166667,91.24087591,50,50,50,80,50,100,100,100,50,
8448,52.85,50.94339623,53.125,73.72262774,50,50,40,60,50,60,100,100,50,
8440,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
5861,55.25,49.05660377,63.54166667,80.2919708,55,50,30,80,50,100,70,80,50,
8449,58.75,52.83018868,63.54166667,91.24087591,65,50,30,80,50,100,100,100,50,
6367,54.9,52.45283019,58.33333333,73.72262774,50,34,60,60,60,60,100,100,50,
6368,54.625,56.60377358,50.52083333,69.34306569,35,50,70,55,50,50,100,100,50,
7912,51.85,49.05660377,53.125,73.72262774,55,50,30,60,50,60,100,100,50,
8840,66.85,65.66037736,73.95833333,82.48175182,65,84,30,70,80,80,100,100,50,
6370,50.8,40,68.75,73.72262774,55,26,30,60,80,60,100,100,50,
4597,53.1,39.62264151,79.16666667,73.72262774,50,50,10,60,100,60,100,100,50,
6372,57.35,54.71698113,63.54166667,73.72262774,50,50,50,60,70,60,100,100,50,
9031,56.85,58.49056604,53.125,73.72262774,50,50,60,60,50,60,100,100,50,
6373,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
7915,66.075,73.58490566,55.72916667,78.10218978,50,50,100,65,50,70,100,100,50,
6374,55.75,47.16981132,63.54166667,91.24087591,70,50,10,80,50,100,100,100,50,
6385,59.625,66.03773585,50.52083333,69.34306569,70,50,60,55,50,50,100,100,50,
8472,47.625,43.39622642,50.52083333,69.34306569,50,50,20,55,50,50,100,100,50,
8473,65.625,77.35849057,50.52083333,69.34306569,60,50,100,55,50,50,100,100,50,
9390,47.625,43.39622642,50.52083333,69.34306569,50,50,20,55,50,50,100,100,50,
9043,59.75,54.71698113,63.54166667,91.24087591,50,50,50,80,50,100,100,100,50,
7213,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7406,57.1,47.16981132,79.16666667,73.72262774,50,50,30,60,100,60,100,100,50,
6085,51.75,39.62264151,63.54166667,91.24087591,50,50,10,80,50,100,100,100,50,
4263,58.9,52.83018868,63.54166667,92.33576642,55,60,30,80,50,100,100,100,55,
9393,57.85,50.94339623,73.95833333,73.72262774,50,50,40,60,90,60,100,100,50,
7928,66.075,73.58490566,55.72916667,78.10218978,50,50,100,65,50,70,100,100,50,
6408,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
7753,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
8488,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
6888,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
9399,59.05,62.64150943,53.125,73.72262774,55,86,30,60,50,60,100,100,50,
6409,58.75,52.83018868,63.54166667,91.24087591,45,70,30,80,50,100,100,100,50,
8490,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
8492,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
6412,55.1,43.39622642,79.16666667,73.72262774,50,50,20,60,100,60,100,100,50,
8502,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7584,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6898,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
3079,58.1,58.49056604,58.33333333,73.72262774,50,50,60,60,60,60,100,100,50,
9400,55.9875,50.94339623,67.44791667,71.53284672,50,50,40,57.5,80,55,100,100,50,
5013,53.3,47.16981132,58.33333333,82.48175182,50,50,30,70,50,80,100,100,50,
6900,52.85,50.94339623,53.125,73.72262774,50,50,40,60,50,60,100,100,50,
8498,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7233,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
4556,60.75,49.43396226,84.375,82.48175182,60,56,20,70,100,80,100,100,50,
8519,59.55,47.16981132,84.375,82.48175182,50,50,30,70,100,80,100,100,50,
6427,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7589,58.2375,62.26415094,51.82291667,71.53284672,50,50,70,57.5,50,55,100,100,50,
9410,52.3,45.28301887,58.33333333,82.48175182,55,40,30,70,50,80,100,100,50,
6433,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
6435,41.625,32.0754717,50.52083333,69.34306569,50,30,10,55,50,50,100,100,50,
6434,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
6449,50.825,49.43396226,50.52083333,69.34306569,50,56,30,55,50,50,100,100,50,
9074,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8531,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
6914,67.15,70.94339623,63.54166667,82.48175182,45,48,100,70,60,80,100,100,50,
6441,48.85,43.39622642,53.125,73.72262774,50,50,20,60,50,60,100,100,50,
6915,47.625,43.39622642,50.52083333,69.34306569,50,40,30,55,50,50,100,100,50,
6729,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
8539,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
8548,58.125,58.49056604,60.9375,69.34306569,50,50,60,55,70,50,100,100,50,
9424,63.75,62.26415094,63.54166667,91.24087591,50,50,70,80,50,100,100,100,50,
5730,64.25,58.49056604,73.95833333,91.24087591,50,50,60,80,70,100,100,100,50,
8549,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8554,54.525,47.16981132,60.9375,86.86131387,50,40,40,75,50,90,100,100,50,
6463,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
6459,54.6,47.16981132,68.75,73.72262774,50,50,30,60,80,60,100,100,50,
9082,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6465,63.625,73.58490566,50.52083333,69.34306569,50,50,100,55,50,50,100,100,50,
7240,54.325,49.05660377,60.9375,78.10218978,45,50,40,65,60,70,100,100,50,
6455,57,47.16981132,68.75,91.24087591,50,50,30,80,60,100,100,100,50,
7607,49.2375,45.28301887,51.82291667,71.53284672,55,30,40,57.5,50,55,100,100,50,
6458,63.75,62.26415094,63.54166667,91.24087591,50,50,70,80,50,100,100,100,50,
9432,51.85,49.05660377,53.125,73.72262774,65,50,20,60,50,60,100,100,50,
6928,54.525,47.16981132,60.9375,86.86131387,50,50,30,75,50,90,100,100,50,
6474,60.425,54.71698113,71.35416667,82.48175182,50,50,50,85,60,80,100,100,50,
7249,57.075,47.16981132,76.5625,78.10218978,40,50,40,65,90,70,100,100,50,
9090,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7255,45.625,39.62264151,50.52083333,69.34306569,60,40,10,55,50,50,100,100,50,
8564,53.35,47.16981132,63.54166667,73.72262774,50,50,30,60,70,60,100,100,50,
9093,48.3,37.73584906,58.33333333,82.48175182,45,40,20,70,50,80,100,100,50,
6935,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
6936,59.75,54.71698113,63.54166667,91.24087591,60,50,40,80,50,100,100,100,50,
6483,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6484,56.075,54.71698113,55.72916667,78.10218978,50,50,50,65,50,70,100,100,50,
9101,48.075,39.62264151,55.72916667,78.10218978,50,50,10,65,50,70,100,100,50,
6494,51.4375,49.43396226,51.82291667,71.53284672,50,46,40,57.5,50,55,100,100,50,
6940,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
7628,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
405,56.325,52.83018868,60.9375,78.10218978,45,50,50,65,60,70,100,100,50,
6947,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6489,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6482,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7641,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
8608,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
9108,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
8611,60.075,62.26415094,55.72916667,78.10218978,50,50,70,65,50,70,100,100,50,
4559,56.075,54.71698113,55.72916667,78.10218978,50,60,40,65,50,70,100,100,50,
6507,51.9875,43.39622642,67.44791667,71.53284672,50,50,20,57.5,80,55,100,100,50,
3084,54.575,47.16981132,66.14583333,78.10218978,50,60,20,65,70,70,100,100,50,
8614,54.6,47.16981132,68.75,73.72262774,50,50,30,60,80,60,100,100,50,
6955,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9112,51.2375,49.05660377,51.82291667,71.53284672,55,50,30,57.5,50,55,100,100,50,
9528,65.1,62.26415094,79.16666667,73.72262774,50,50,70,60,100,60,100,100,50,
8618,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
7652,55.325,50.94339623,60.9375,78.10218978,60,50,30,65,60,70,100,100,50,
6090,53.75,43.39622642,63.54166667,91.24087591,50,50,20,80,50,100,100,100,50,
7643,50.625,49.05660377,50.52083333,69.34306569,55,50,30,55,50,50,100,100,50,
6522,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7653,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8630,56.15,49.05660377,63.54166667,86.86131387,55,50,30,80,50,100,90,90,50,
8623,62.1,56.60377358,79.16666667,73.72262774,55,50,50,60,100,60,100,100,50,
8804,58.725,55.09433962,60.9375,86.86131387,55,56,40,75,50,90,100,100,50,
7282,61.35,62.26415094,63.54166667,73.72262774,50,50,70,60,70,60,100,100,50,
8005,57,47.16981132,68.75,91.24087591,50,50,30,80,60,100,100,100,50,
8634,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
2950,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8633,58.625,64.1509434,50.52083333,69.34306569,55,50,70,55,50,50,100,100,50,
6539,57.15,50.94339623,63.54166667,86.86131387,60,50,30,80,50,100,80,100,50,
6092,54.75,45.28301887,63.54166667,91.24087591,45,50,30,80,50,100,100,100,50,
6541,54.075,50.94339623,55.72916667,78.10218978,60,50,30,65,50,70,100,100,50,
4343,51.425,50.56603774,50.52083333,69.34306569,55,54,30,55,50,50,100,100,50,
4138,54.95,45.66037736,63.54166667,91.24087591,70,26,30,80,50,100,100,100,50,
7291,51.625,50.94339623,50.52083333,69.34306569,50,50,40,55,50,50,100,100,50,
3196,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8656,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9127,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7661,52.2375,50.94339623,51.82291667,71.53284672,60,50,30,57.5,50,55,100,100,50,
7296,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
7659,57.75,50.94339623,63.54166667,91.24087591,50,50,40,80,50,100,100,100,50,
7657,58.75,52.83018868,63.54166667,91.24087591,55,50,40,80,50,100,100,100,50,
6561,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
6097,45.625,39.62264151,50.52083333,69.34306569,50,50,10,55,50,50,100,100,50,
9132,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
6099,72.825,79.24528302,71.35416667,78.10218978,55,100,60,65,80,70,100,100,50,
7305,55.85,47.16981132,73.95833333,73.72262774,50,50,30,60,90,60,100,100,50,
6565,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
9139,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
8667,50.2375,47.16981132,51.82291667,71.53284672,60,50,20,57.5,50,55,100,100,50,
8012,62,56.60377358,68.75,91.24087591,55,50,50,80,60,100,100,100,50,
8677,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7674,44.85,35.8490566,53.125,73.72262774,50,20,30,60,50,60,100,100,50,
8682,56.15,47.9245283,63.54166667,91.24087591,50,52,30,80,50,100,100,100,50,
8859,62.325,64.1509434,60.9375,78.10218978,55,50,70,65,60,70,100,100,50,
8691,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
8144,60.6,58.49056604,68.75,73.72262774,50,80,30,60,80,60,100,100,50,
8021,52.65,50.56603774,53.125,73.72262774,55,54,30,60,50,60,100,100,50,
6992,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9145,47.85,41.50943396,53.125,73.72262774,45,50,20,60,50,60,100,100,50,
4294,51.85,49.05660377,53.125,73.72262774,55,50,30,60,50,60,100,100,50,
9146,52.4875,49.05660377,57.03125,71.53284672,55,50,30,57.5,60,55,100,100,50,
8033,53.75,43.39622642,63.54166667,91.24087591,60,50,10,80,50,100,100,100,50,
8699,50.2375,47.16981132,51.82291667,71.53284672,50,50,30,57.5,50,55,100,100,50,
8025,56.85,58.49056604,53.125,73.72262774,50,50,60,60,50,60,100,100,50,
9149,53.625,54.71698113,50.52083333,69.34306569,50,50,50,55,50,50,100,100,50,
7001,46.2375,39.62264151,51.82291667,71.53284672,50,50,10,57.5,50,55,100,100,50,
7015,52.675,48.30188679,55.72916667,78.10218978,75,38,20,65,50,70,100,100,50,
7010,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
7697,48.625,45.28301887,50.52083333,69.34306569,45,50,30,55,50,50,100,100,50,
8034,53.45,52.0754717,53.125,73.72262774,55,28,60,60,50,60,100,100,50,
6604,57.75,50.94339623,63.54166667,91.24087591,60,50,30,80,50,100,100,100,50,
7337,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6616,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
6624,67.5,62.26415094,79.16666667,91.24087591,60,80,30,80,80,100,100,100,50,
7339,61.35,62.26415094,63.54166667,73.72262774,50,50,70,60,70,60,100,100,50,
9158,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9162,54.75,45.28301887,63.54166667,91.24087591,45,50,30,80,50,100,100,100,50,
7343,46.2375,39.62264151,51.82291667,71.53284672,50,50,10,57.5,50,55,100,100,50,
9164,50.075,43.39622642,55.72916667,78.10218978,50,50,20,65,50,70,100,100,50,
7705,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
6635,50.85,47.16981132,53.125,73.72262774,50,50,30,60,50,60,100,100,50,
7350,66.55,69.81132075,63.54166667,82.48175182,50,50,90,70,60,80,100,100,50,
7712,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
9174,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
6633,60.55,58.49056604,63.54166667,82.48175182,50,50,60,70,60,80,100,100,50,
8750,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7030,51.75,39.62264151,63.54166667,91.24087591,50,50,10,80,50,100,100,100,50,
7361,64.4875,62.26415094,77.86458333,71.53284672,50,50,70,57.5,100,55,100,100,50,
6636,53.2375,43.39622642,72.65625,71.53284672,50,50,20,57.5,90,55,100,100,50,
9514,53.85,52.83018868,53.125,73.72262774,65,50,30,60,50,60,100,100,50,
6659,64.85,73.58490566,53.125,73.72262774,50,50,100,60,50,60,100,100,50,
8063,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
9517,73.9,74.33962264,79.16666667,91.24087591,50,62,90,100,60,100,100,100,50,
8768,52.075,47.16981132,55.72916667,78.10218978,50,50,30,65,50,70,100,100,50,
8762,51.625,50.94339623,50.52083333,69.34306569,50,50,40,55,50,50,100,100,50,
8754,54.75,45.28301887,63.54166667,91.24087591,45,50,30,80,50,100,100,100,50,
8758,55.75,47.16981132,63.54166667,91.24087591,50,50,30,80,50,100,100,100,50,
8761,52.55,50.94339623,53.125,71.53284672,60,50,30,60,50,60,90,100,50,
6671,61.8,60.75471698,68.75,73.72262774,50,96,20,60,80,60,100,100,50,
9521,64.75,64.1509434,63.54166667,91.24087591,55,50,70,80,50,100,100,100,50,
4297,46.85,39.62264151,53.125,73.72262774,50,20,40,60,50,60,100,100,50,
7043,49.625,47.16981132,50.52083333,69.34306569,50,50,30,55,50,50,100,100,50,
7045,52.325,45.28301887,60.9375,78.10218978,55,50,20,65,60,70,100,100,50,
6665,48.2375,43.39622642,51.82291667,71.53284672,50,50,20,57.5,50,55,100,100,50,
7048,56.75,49.05660377,63.54166667,91.24087591,55,50,30,80,50,100,100,100,50,
1590,51.4875,47.16981132,57.03125,71.53284672,50,50,30,57.5,60,55,100,100,50,
1597,55.075,43.39622642,76.5625,78.10218978,50,50,20,65,90,70,100,100,50,
1596,49.2375,45.28301887,51.82291667,71.53284672,55,50,20,57.5,50,55,100,100,50,
1606,58.55,54.71698113,63.54166667,82.48175182,50,50,50,70,60,80,100,100,50,
960,65,62.26415094,68.75,91.24087591,50,60,60,80,60,100,100,100,50,
